listing_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,car_spaces,latitude,longitude,distance_to_cbd_km,source_url,agent_description
2020899047,Mosman,2088,7/154 Raglan Street,785000.0,2026-07-14,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.832592,151.24104,4.98,https://www.domain.com.au/7-154-raglan-street-mosman-nsw-2088-2020899047,"Positioned privately on the top floor within a double brick complex, this newly renovated one-bedroom apartment delivers an abundance of natural light with a refined blend of space and low-maintenance living.  Recently refreshed throughout, the property features new kitchen with stone benchtops, dishwasher, induction cooktop, with ample storage offering both functionality and modern appeal. New timber flooring, paint, blinds & light fittings enhance its light-filled and contemporary presentation. The layout offers Spacious combined living and dining providing comfort and functionality.  The generously proportioned bedroom is complemented by a well-kept bathroom, while the living space flows to a private balcony with leafy outlook, creating a relaxed outdoor area. Further enhancing the appeal is a secure lock-up garage on a separate title.  An excellent opportunity for owner-occupiers or investors alike, this residence presents a quality, move-in ready offering within a well-maintained double brick building in a highly accessible setting.  You will love: - Renovated kitchen - New Timber Flooring  - Freshly Painted - Oversized one-bedroom layout - Spacious combined living and dining  - Private balcony with leafy outlook - Secure lock-up garage on separate title   Close proximity: - 400m from Mosman Village  - 300m to Buses to CBD, North Sydney & surrounds - 5 min drive to Balmoral Beach  - 5 min drive to Mosman Bay Wharf"
2020912133,Mosman,2088,4/3 Millett Road,1050000.0,2026-07-16,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.833355,151.23546,4.62,https://www.domain.com.au/4-3-millett-road-mosman-nsw-2088-2020912133,"Tucked away in a leafy, private setting, this beautifully renovated two-bedroom apartment offers a serene lifestyle retreat just moments from Mosman Bay Wharf and Avenue Road cafes. The peaceful surroundings create an almost rainforest-like atmosphere, while ferry access to the city is conveniently positioned at the end of Avenue Road.  Immaculately presented throughout, this ground-floor apartment was fully renovated in 2023. Fresh, modern and ready to enjoy, the home features a new kitchen, renovated bathroom and new wood effect, laminate floorboards, creating an easy, low-maintenance lifestyle just moments from Mosman's most desirable harbourside pockets.  Designed for everyday comfort and practicality, the apartment includes an internal laundry (shared laundry facilities also available) and a gas hot-water system. Both bedrooms also feature newly installed Daikin air conditioning, offering a valuable point of difference within the block.  Set within a boutique block, the apartment enjoys a tranquil, verdant outlook and the convenience of a covered carport. It presents an exceptional opportunity for first-home buyers, downsizers, and investors seeking a move-in-ready property close to Mosman village, local cafes and restaurants, waterfront reserves, parks, beaches, and city transport."
2020984830,Mosman,2088,11/23 Warringah Road,865000.0,2026-07-31,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.817535,151.2446,6.57,https://www.domain.com.au/11-23-warringah-road-mosman-nsw-2088-2020984830,"Holding a prized position in a boutique security building, this renovated apartment captures stunning north-east views across Chinamans Beach to Clontarf. Bathed in natural light, the spacious living and dining areas flow effortlessly to the outlook, creating a peaceful coastal retreat.  Quietly positioned yet only moments from Spit Junction, Balmoral and Chinamans Beach, with easy access to transport, this is an outstanding opportunity to enjoy the best of the Lower North Shore lifestyle.  * Stylish gas kitchen with dishwasher and generous storage * Sunlit open plan living and dining with dedicated study nook * Spacious queen-sized bedroom with floor-to-ceiling mirrored robes * Beautifully updated bathroom, Internal laundry  * Motorised blinds, ceiling fans and fresh modern finishes throughout * Undercover parking space plus additional storage  Apartment 49.3sqm   Strata $1,576pq approx.  Council $391pq approx.  Water $202pq approx."
2020759512,Mosman,2088,2/81A Glover Street,1440000.0,2026-06-25,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.828007,151.23218,5.0,https://www.domain.com.au/2-81a-glover-street-mosman-nsw-2088-2020759512,"Boasting an enviable lifestyle location embracing Mosman and Cremorne, this superb ground floor apartment offering 195sqm on title presents a wonderful opportunity for a range of savvy buyers.   It's perfectly situated within a peaceful, secure building and features its own private street entrance via beautifully manicured gardens. Delivering an instant sense of space, the expansive living room flows through to a tidy modern kitchen with stone benchtops, gas cooking and a breakfast bar. There's a family bathroom with a dual vanity, bathtub and shower, plus two sizeable bedrooms, including a master with a walk-in robe and ensuite. Complementing the welcoming interiors is a covered alfresco area and a large wraparound courtyard, providing the ideal space to relax or entertain.   Additional highlights include ducted heating and cooling throughout, a secure parking space and storage room with convenient lift access, a video intercom system and an internal laundry. This outstanding property is just a 200m walk to Cremorne Shopping Village, express city buses and a host of vibrant cafes and restaurants."
2020786599,Mosman,2088,17 Avenue Road,5450000.0,2026-06-19,privateTreaty,House,5,3,2.0,-33.835815,151.2339,4.31,https://www.domain.com.au/17-avenue-road-mosman-nsw-2088-2020786599,
2020801931,Mosman,2088,21 Morella Road,11650000.0,2026-07-01,privateTreaty,House,4,4,2.0,-33.83979,151.25096,5.02,https://www.domain.com.au/21-morella-road-mosman-nsw-2088-2020801931,
2020825168,Mosman,2088,5 Central Avenue,6399000.0,2026-06-19,privateTreaty,House,5,4,2.0,-33.813755,151.24286,6.86,https://www.domain.com.au/5-central-avenue-mosman-nsw-2088-2020825168,
2020825286,Mosman,2088,31/2B Brady Street,1925000.0,2026-06-29,privateTreaty,Apartment / Unit / Flat,3,2,2.0,-33.82333,151.2395,5.77,https://www.domain.com.au/31-2b-brady-street-mosman-nsw-2088-2020825286,
2020831480,Mosman,2088,2/60A Raglan Street,1175000.0,2026-06-26,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.838123,151.23497,4.15,https://www.domain.com.au/2-60a-raglan-street-mosman-nsw-2088-2020831480,
2020858714,Mosman,2088,22/96 Ourimbah Road,1025000.0,2026-07-03,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.821964,151.23334,5.66,https://www.domain.com.au/22-96-ourimbah-road-mosman-nsw-2088-2020858714,
2020957885,Mosman,2088,22/43 Musgrave Street,1310000.0,2026-07-03,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.83998,151.23378,3.92,https://www.domain.com.au/22-43-musgrave-street-mosman-nsw-2088-2020957885,
2020562800,Mosman,2088,2 Morella Road,7360000.0,2026-06-05,privateTreaty,House,5,4,4.0,-33.842716,151.25099,4.82,https://www.domain.com.au/2-morella-road-mosman-nsw-2088-2020562800,
2020640198,Mosman,2088,10/116 Belmont Road,2380000.0,2026-06-05,privateTreaty,Townhouse,3,2,2.0,-33.82748,151.23187,5.05,https://www.domain.com.au/10-116-belmont-road-mosman-nsw-2088-2020640198,
2020743658,Mosman,2088,21/96 Ourimbah Road,900000.0,2026-06-05,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.821964,151.23334,5.66,https://www.domain.com.au/21-96-ourimbah-road-mosman-nsw-2088-2020743658,
2020758609,Mosman,2088,1/30 Hale Road,2180000.0,2026-06-05,privateTreaty,Townhouse,3,2,2.0,-33.82163,151.23363,5.71,https://www.domain.com.au/1-30-hale-road-mosman-nsw-2088-2020758609,
2020788411,Mosman,2088,2/63 Muston Street,6000000.0,2026-06-18,privateTreaty,Apartment / Unit / Flat,4,3,3.0,-33.828457,151.24574,5.61,https://www.domain.com.au/2-63-muston-street-mosman-nsw-2088-2020788411,
2020805796,Mosman,2088,1/10 Lang Street,3200000.0,2026-06-06,privateTreaty,Semi-Detached,4,2,1.0,-33.82362,151.23495,5.55,https://www.domain.com.au/1-10-lang-street-mosman-nsw-2088-2020805796,
2020896625,Mosman,2088,2/184 Raglan Street,1237500.0,2026-06-17,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.83143,151.24307,5.2,https://www.domain.com.au/2-184-raglan-street-mosman-nsw-2088-2020896625,
2020214993,Mosman,2088,28/9 Mandolong Road,800000.0,2026-05-29,privateTreaty,Apartment / Unit / Flat,1,1,,-33.82538,151.24431,5.81,https://www.domain.com.au/28-9-mandolong-road-mosman-nsw-2088-2020214993,
2020690651,Mosman,2088,3/1A Oswald Street,1140000.0,2026-06-04,privateTreaty,Apartment / Unit / Flat,2,1,,-33.833786,151.23206,4.42,https://www.domain.com.au/3-1a-oswald-street-mosman-nsw-2088-2020690651,
2020705154,Mosman,2088,6/800 Military Road,2725000.0,2026-05-29,privateTreaty,Townhouse,3,2,2.0,-33.827732,151.24438,5.6,https://www.domain.com.au/6-800-military-road-mosman-nsw-2088-2020705154,
2020747513,Mosman,2088,12/22 Warringah Road,1030000.0,2026-05-26,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.81834,151.24536,6.52,https://www.domain.com.au/12-22-warringah-road-mosman-nsw-2088-2020747513,
2020769098,Mosman,2088,3/209 Spit Road,1390000.0,2026-05-22,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.8126,151.24506,7.07,https://www.domain.com.au/3-209-spit-road-mosman-nsw-2088-2020769098,
2020802330,Mosman,2088,2/78 Shadforth Street,785000.0,2026-05-22,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.833416,151.23831,4.76,https://www.domain.com.au/2-78-shadforth-street-mosman-nsw-2088-2020802330,
2020823625,Mosman,2088,4/2 Ida Avenue,4000000.0,2026-05-29,privateTreaty,Apartment / Unit / Flat,3,2,2.0,-33.811993,151.24374,7.07,https://www.domain.com.au/4-2-ida-avenue-mosman-nsw-2088-2020823625,
2020441602,Parramatta,2150,89/459-463 Church Street,580000.0,2026-09-04,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.804043,151.00548,20.16,https://www.domain.com.au/89-459-463-church-street-parramatta-nsw-2150-2020441602,
2020659838,Parramatta,2150,1702/45 Macquarie Street,705000.0,2026-09-04,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.815,151.00099,20.15,https://www.domain.com.au/1702-45-macquarie-street-parramatta-nsw-2150-2020659838,
2020750030,Parramatta,2150,505/23 Hassall Street,660000.0,2026-09-09,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.81786,151.01007,19.25,https://www.domain.com.au/505-23-hassall-street-parramatta-nsw-2150-2020750030,
2020795902,Parramatta,2150,10/4 Peace Lane,570000.0,2026-09-03,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.822594,151.0062,19.45,https://www.domain.com.au/10-4-peace-lane-parramatta-nsw-2150-2020795902,
2020943564,Parramatta,2150,33/68 Great Western Highway,520000.0,2026-09-11,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.818443,150.99734,20.36,https://www.domain.com.au/33-68-great-western-highway-parramatta-nsw-2150-2020943564,
2020980997,Parramatta,2150,15/12 Early Street,493000.0,2026-09-11,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.82055,151.00096,19.97,https://www.domain.com.au/15-12-early-street-parramatta-nsw-2150-2020980997,
2021061263,Parramatta,2150,2/16 Betts Street,660000.0,2026-09-12,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.809692,151.01234,19.34,https://www.domain.com.au/2-16-betts-street-parramatta-nsw-2150-2021061263,
2021070163,Parramatta,2150,9/178 George Street,490000.0,2026-09-01,privateTreaty,Apartment / Unit / Flat,1,1,,-33.81457,151.00966,19.4,https://www.domain.com.au/9-178-george-street-parramatta-nsw-2150-2021070163,
2021071261,Parramatta,2150,8/64-66 Great Western Highway,425000.0,2026-09-04,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.818768,150.99777,20.31,https://www.domain.com.au/8-64-66-great-western-highway-parramatta-nsw-2150-2021071261,
2021149469,Parramatta,2150,1404/1-3 Valentine Avenue,320000.0,2026-09-11,privateTreaty,Apartment / Unit / Flat,1,1,,-33.8194,151.00624,19.54,https://www.domain.com.au/1404-1-3-valentine-avenue-parramatta-nsw-2150-2021149469,
2020524761,Parramatta,2150,1417/32 Hunter Street (AKA 1417/45 Macquarie St),560000.0,2026-08-25,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.81529,151.00092,20.14,https://www.domain.com.au/1417-32-hunter-street-aka-1417-45-macquarie-st-parramatta-nsw-2150-2020524761,
2020574624,Parramatta,2150,805/21 Hassall Street,410000.0,2026-08-24,privateTreaty,Apartment / Unit / Flat,1,1,,-33.817963,151.0094,19.31,https://www.domain.com.au/805-21-hassall-street-parramatta-nsw-2150-2020574624,
2020650931,Parramatta,2150,15/1 Good Street,480000.0,2026-08-27,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.818172,150.99388,20.68,https://www.domain.com.au/15-1-good-street-parramatta-nsw-2150-2020650931,
2020835270,Parramatta,2150,3/23 Good Street,569000.0,2026-08-31,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.81643,150.99397,20.72,https://www.domain.com.au/3-23-good-street-parramatta-nsw-2150-2020835270,
2020908510,Parramatta,2150,219/88 Church Street,600000.0,2026-08-21,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.820026,151.00418,19.7,https://www.domain.com.au/219-88-church-street-parramatta-nsw-2150-2020908510,
2020925402,Parramatta,2150,11/32 Hassall Street,590000.0,2026-08-28,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.817463,151.01031,19.24,https://www.domain.com.au/11-32-hassall-street-parramatta-nsw-2150-2020925402,
2020939108,Parramatta,2150,C26/88-98 Marsden Street,552000.0,2026-08-27,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.81989,150.99925,20.15,https://www.domain.com.au/c26-88-98-marsden-street-parramatta-nsw-2150-2020939108,
2020953991,Parramatta,2150,401/6 River Road West,540000.0,2026-08-30,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.81612,151.01941,18.49,https://www.domain.com.au/401-6-river-road-west-parramatta-nsw-2150-2020953991,
2020959193,Parramatta,2150,41/3 Good Street,641000.0,2026-08-21,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.817795,150.99425,20.65,https://www.domain.com.au/41-3-good-street-parramatta-nsw-2150-2020959193,
2020960907,Parramatta,2150,5/30-32 Queens Avenue,680000.0,2026-08-28,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.811275,151.0109,19.41,https://www.domain.com.au/5-30-32-queens-avenue-parramatta-nsw-2150-2020960907,
2021029788,Parramatta,2150,D603/1 Broughton Street,680000.0,2026-08-25,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.81349,151.01733,18.77,https://www.domain.com.au/d603-1-broughton-street-parramatta-nsw-2150-2021029788,
2021052233,Parramatta,2150,907/6-10 Charles Street,720000.0,2026-08-25,privateTreaty,Apartment / Unit / Flat,3,2,1.0,-33.81673,151.00888,19.39,https://www.domain.com.au/907-6-10-charles-street-parramatta-nsw-2150-2021052233,
2021082491,Parramatta,2150,17/10-12 Thomas Street,650000.0,2026-08-31,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.810543,151.01028,19.49,https://www.domain.com.au/17-10-12-thomas-street-parramatta-nsw-2150-2021082491,
2021092190,Parramatta,2150,108/125-129 Arthur Street,653000.0,2026-08-21,privateTreaty,Apartment / Unit / Flat,2,1,1.0,-33.81872,151.01959,18.38,https://www.domain.com.au/108-125-129-arthur-street-parramatta-nsw-2150-2021092190,
2021111750,Parramatta,2150,1403/1-3 Valentine Avenue,355000.0,2026-08-28,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.8194,151.00624,19.54,https://www.domain.com.au/1403-1-3-valentine-avenue-parramatta-nsw-2150-2021111750,
2021115983,Parramatta,2150,1201/45 Macquarie Street,566000.0,2026-08-28,privateTreaty,Apartment / Unit / Flat,1,1,1.0,-33.814983,151.001,20.15,https://www.domain.com.au/1201-45-macquarie-street-parramatta-nsw-2150-2021115983,
2020720243,Parramatta,2150,11/22-24 Tennyson Street,650000.0,2026-08-17,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.81177,151.02238,18.39,https://www.domain.com.au/11-22-24-tennyson-street-parramatta-nsw-2150-2020720243,
2020906528,Parramatta,2150,53/20 Victoria Road,640000.0,2026-08-13,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.807957,151.00687,19.88,https://www.domain.com.au/53-20-victoria-road-parramatta-nsw-2150-2020906528,
2020980839,Parramatta,2150,1502/88 Church Street,800000.0,2026-08-21,privateTreaty,Apartment / Unit / Flat,2,2,1.0,-33.81944,151.00418,19.72,https://www.domain.com.au/1502-88-church-street-parramatta-nsw-2150-2020980839,
